county,todays date,hospitalized covid confirmed patients,hospitalized suspected covid patients,hospitalized covid patients,all hospital beds,icu covid confirmed patients,icu suspected covid patients,icu available beds
Monterey,8/11/2020,54,5,59,710,16,1,19
Yolo,8/11/2020,9,0,9,96,3,0,5
Nevada,8/11/2020,2,2,4,90,0,1,7
Glenn,8/11/2020,0,2,2,47,0,0,0
Imperial,8/11/2020,36,1,37,261,12,0,14
Trinity,8/11/2020,0,0,0,25,0,0,0
Sacramento,8/11/2020,260,31,291,2495,83,4,94
Del Norte,8/11/2020,2,1,3,52,1,0,1
Madera,8/11/2020,44,11,55,274,8,1,7
Plumas,8/11/2020,0,1,1,35,0,0,0
Butte,8/11/2020,18,0,18,451,10,0,5
Riverside,8/11/2020,335,101,436,3358,106,14,114
Siskiyou,8/11/2020,0,0,0,56,0,0,5
Orange,8/11/2020,440,66,506,5709,141,11,230
Kings,8/11/2020,59,0,59,193,5,0,12
Colusa,8/11/2020,5,2,7,48,0,0,0
San Luis Obispo,8/11/2020,17,4,21,451,4,0,21
San Francisco,8/11/2020,88,14,102,1745,31,6,63
Tuolumne,8/11/2020,1,0,1,84,0,0,1
Shasta,8/11/2020,2,2,4,427,2,0,8
Tehama,8/11/2020,2,2,4,59,0,2,2
Lassen,8/11/2020,0,0,0,25,0,0,0
Merced,8/11/2020,44,1,45,254,14,0,5
Mono,8/11/2020,1,0,1,17,1,0,1
San Joaquin,8/11/2020,165,16,181,1012,54,2,26
Modoc,8/11/2020,0,0,0,41,0,0,0
Sonoma,8/11/2020,43,10,53,503,12,0,4
Kern,8/11/2020,204,11,215,1282,73,1,29
Humboldt,8/11/2020,2,3,5,268,0,0,3
El Dorado,8/11/2020,2,0,2,189,2,0,6
Stanislaus,8/11/2020,197,65,262,1249,51,4,15
Tulare,8/11/2020,86,8,94,714,11,1,11
San Mateo,8/11/2020,47,14,61,685,11,1,27
Inyo,8/11/2020,1,2,3,29,0,0,3
Contra Costa,8/11/2020,95,27,122,1449,34,3,47
Calaveras,8/11/2020,3,0,3,33,2,0,5
Santa Clara,8/11/2020,170,25,195,3051,49,3,115
Ventura,8/11/2020,79,34,113,1309,25,4,46
Santa Cruz,8/11/2020,13,8,21,277,5,0,11
San Diego,8/11/2020,263,73,336,6146,99,20,325
Sutter,8/11/2020,0,0,0,0,0,0,0
Fresno,8/11/2020,273,31,304,1551,56,1,8
Yuba,8/11/2020,26,0,26,265,6,0,7
Mariposa,8/11/2020,0,0,0,19,0,0,0
Butte,8/12/2020,18,0,18,451,11,0,2
Imperial,8/12/2020,41,0,41,259,15,0,10
Santa Cruz,8/12/2020,12,12,24,276,3,1,11
San Francisco,8/12/2020,92,21,113,1804,31,4,53
Kings,8/12/2020,51,0,51,193,6,0,9
Amador,8/12/2020,5,0,5,51,2,0,2
Placer,8/12/2020,62,34,96,739,14,3,28
Mendocino,8/12/2020,16,0,16,150,4,0,4
San Mateo,8/12/2020,49,14,63,684,11,1,25
Santa Barbara,8/12/2020,73,6,79,666,26,1,42
San Bernardino,8/12/2020,468,81,549,3962,159,12,137
Contra Costa,8/12/2020,100,28,128,1452,36,7,41
Merced,8/12/2020,43,1,44,253,12,1,5
Mono,8/12/2020,1,0,1,17,1,0,1
Marin,8/12/2020,11,4,15,321,4,0,8
Tehama,8/12/2020,2,0,2,59,2,0,1
San Benito,8/12/2020,6,0,6,25,2,0,0
Lake,8/12/2020,0,1,1,65,0,0,2
Lassen,8/12/2020,0,0,0,25,0,0,0
Alameda,8/12/2020,172,46,218,2371,57,3,77
Plumas,8/12/2020,0,0,0,35,0,0,0
Sonoma,8/12/2020,38,10,48,519,11,2,8
Monterey,8/12/2020,46,4,50,710,16,1,19
Modoc,8/12/2020,0,0,0,41,0,0,0
Los Angeles,8/12/2020,1415,472,1887,19364,460,56,842
Humboldt,8/12/2020,3,2,5,266,1,1,4
Tuolumne,8/12/2020,2,0,2,84,0,0,4
Kern,8/12/2020,187,15,202,1286,75,2,31
Nevada,8/12/2020,6,1,7,116,3,0,7
Tulare,8/12/2020,84,6,90,714,8,1,11
Shasta,8/12/2020,4,0,4,438,2,0,3
Glenn,8/12/2020,0,2,2,47,0,0,0
El Dorado,8/12/2020,2,0,2,189,2,0,8
Yolo,8/12/2020,8,0,8,96,6,0,4
Fresno,8/12/2020,260,39,299,1568,57,2,9
Mariposa,8/12/2020,0,0,0,19,0,0,0
Sutter,8/12/2020,0,0,0,0,0,0,0
Stanislaus,8/12/2020,186,48,234,1250,50,4,19
Madera,8/12/2020,37,9,46,274,6,0,7
Trinity,8/12/2020,0,0,0,25,0,0,0
San Luis Obispo,8/12/2020,17,6,23,451,5,0,18
Riverside,8/12/2020,307,84,391,3370,94,12,117
Colusa,8/12/2020,5,2,7,48,0,0,0
Yuba,8/12/2020,26,1,27,265,6,0,8
Santa Clara,8/12/2020,167,25,192,3079,50,1,109
Siskiyou,8/12/2020,0,1,1,56,0,0,3
Solano,8/12/2020,37,9,46,555,15,1,4
Calaveras,8/12/2020,2,0,2,33,1,0,6
Napa,8/12/2020,6,0,6,351,3,0,24
Ventura,8/12/2020,76,29,105,1319,26,6,40
Inyo,8/12/2020,1,2,3,29,1,0,3
Del Norte,8/12/2020,2,0,2,51,2,0,0
Orange,8/12/2020,438,42,480,5738,143,6,211
Sacramento,8/12/2020,253,38,291,2481,85,6,81
San Diego,8/12/2020,244,76,320,6163,98,18,298
San Joaquin,8/12/2020,155,17,172,1015,50,2,27
Santa Barbara,8/13/2020,68,4,72,666,22,1,43
San Benito,8/13/2020,8,0,8,25,2,0,1
Placer,8/13/2020,53,23,76,736,13,2,28
San Francisco,8/13/2020,97,13,110,1777,33,1,59
San Joaquin,8/13/2020,145,14,159,1013,52,3,30
Siskiyou,8/13/2020,0,1,1,56,0,0,3
Monterey,8/13/2020,54,3,57,729,18,0,21
Mono,8/13/2020,1,0,1,17,1,0,0
Nevada,8/13/2020,3,2,5,116,0,0,4
Butte,8/13/2020,21,0,21,451,10,0,2
Lake,8/13/2020,0,0,0,65,0,0,3
Santa Clara,8/13/2020,171,20,191,3135,57,2,98
Glenn,8/13/2020,0,2,2,47,0,0,0
Santa Cruz,8/13/2020,11,12,23,276,2,1,12
San Mateo,8/13/2020,49,17,66,699,14,2,27
El Dorado,8/13/2020,2,0,2,189,2,0,7
Stanislaus,8/13/2020,197,65,262,1318,57,8,9
Sutter,8/13/2020,0,0,0,0,0,0,0
Tuolumne,8/13/2020,2,0,2,84,0,0,1
Ventura,8/13/2020,75,30,105,1321,28,7,48
Mariposa,8/13/2020,0,0,0,19,0,0,0
Colusa,8/13/2020,5,0,5,48,0,0,0
Modoc,8/13/2020,0,0,0,41,0,0,0
San Diego,8/13/2020,244,65,309,6389,93,19,309
Fresno,8/13/2020,250,37,287,1583,54,2,9
Humboldt,8/13/2020,2,4,6,268,1,1,6
Amador,8/13/2020,7,0,7,51,2,0,3
Marin,8/13/2020,9,1,10,326,4,1,9
Merced,8/13/2020,44,1,45,253,13,0,4
San Bernardino,8/13/2020,481,70,551,3947,155,7,152
Trinity,8/13/2020,0,0,0,25,0,0,0
Sacramento,8/13/2020,240,29,269,2556,87,5,97
Riverside,8/13/2020,314,89,403,4371,91,12,117
Yuba,8/13/2020,25,0,25,265,5,0,7
Del Norte,8/13/2020,1,0,1,51,1,0,1
Calaveras,8/13/2020,12,1,13,312,3,0,26
Contra Costa,8/13/2020,97,15,112,1445,39,2,40
Tulare,8/13/2020,86,4,90,682,8,1,13
Plumas,8/13/2020,0,0,0,35,0,0,0
Lassen,8/13/2020,0,0,0,25,0,0,0
Tehama,8/13/2020,0,0,0,59,0,0,5
Madera,8/13/2020,31,9,40,274,5,0,10
Yolo,8/13/2020,5,0,5,96,4,0,5
Alameda,8/13/2020,165,40,205,2359,61,4,89
Orange,8/13/2020,436,50,486,5713,152,11,225
Solano,8/13/2020,41,8,49,551,16,0,5
Kern,8/13/2020,172,16,188,1308,78,2,37
San Luis Obispo,8/13/2020,15,3,18,451,5,0,20
Los Angeles,8/13/2020,1393,520,1913,19575,456,72,977
Sonoma,8/13/2020,42,4,46,504,11,0,7
Shasta,8/13/2020,6,0,6,438,1,0,2
Inyo,8/13/2020,4,1,5,29,2,0,2
Imperial,8/13/2020,35,0,35,259,13,0,14
Kings,8/13/2020,49,2,51,193,6,0,10
Mendocino,8/13/2020,15,0,15,150,4,0,8
Napa,8/13/2020,6,0,6,359,3,0,20
Yolo,8/14/2020,4,0,4,96,2,0,4
Kern,8/14/2020,172,14,186,1305,75,1,24
Orange,8/14/2020,434,60,494,5616,138,12,221
Sonoma,8/14/2020,45,9,54,564,13,2,6
Santa Clara,8/14/2020,164,16,180,3139,57,3,95
Mendocino,8/14/2020,13,0,13,150,4,0,7
Nevada,8/14/2020,2,0,2,115,0,0,4
Solano,8/14/2020,49,6,55,564,18,1,5
Del Norte,8/14/2020,0,4,4,52,0,1,1
Tehama,8/14/2020,1,0,1,59,1,0,2
Fresno,8/14/2020,249,23,272,1595,55,2,11
Trinity,8/14/2020,0,0,0,25,0,0,0
Modoc,8/14/2020,0,0,0,41,0,0,0
Butte,8/14/2020,20,0,20,451,10,0,1
Placer,8/14/2020,53,22,75,740,12,2,28
San Joaquin,8/14/2020,149,17,166,1012,54,4,25
Colusa,8/14/2020,5,1,6,48,0,0,0
Mono,8/14/2020,1,0,1,17,1,0,0
Yuba,8/14/2020,27,1,28,265,5,0,8
Ventura,8/14/2020,78,22,100,1321,29,5,52
San Benito,8/14/2020,9,0,9,25,2,0,1
Mariposa,8/14/2020,0,0,0,19,0,0,0
Calaveras,8/14/2020,3,1,4,33,2,0,5
Contra Costa,8/14/2020,93,23,116,1442,37,2,51
Plumas,8/14/2020,0,0,0,35,0,0,0
Lassen,8/14/2020,0,1,1,25,0,0,0
San Mateo,8/14/2020,58,10,68,697,15,2,28
Monterey,8/14/2020,48,2,50,729,17,0,16
Los Angeles,8/14/2020,1357,556,1913,19573,441,75,865
Stanislaus,8/14/2020,192,51,243,1308,55,8,13
San Francisco,8/14/2020,94,13,107,1820,34,1,62
Siskiyou,8/14/2020,0,1,1,56,0,0,4
Inyo,8/14/2020,4,0,4,29,1,0,4
El Dorado,8/14/2020,1,0,1,189,1,0,10
San Bernardino,8/14/2020,475,61,536,3769,145,13,141
Amador,8/14/2020,7,1,8,51,1,0,4
Tulare,8/14/2020,77,5,82,682,10,0,13
Riverside,8/14/2020,315,95,410,3365,86,15,108
Lake,8/14/2020,0,0,0,65,0,0,4
Napa,8/14/2020,5,3,8,359,3,0,19
Santa Barbara,8/14/2020,63,4,67,666,21,1,46
Marin,8/14/2020,13,6,19,329,4,1,13
Merced,8/14/2020,41,3,44,253,13,1,6
Alameda,8/14/2020,172,38,210,2358,61,7,92
Madera,8/14/2020,30,17,47,274,6,3,5
Santa Cruz,8/14/2020,9,12,21,276,2,0,10
Glenn,8/14/2020,0,2,2,47,0,0,0
Imperial,8/14/2020,36,1,37,259,12,0,13
Sutter,8/14/2020,0,0,0,0,0,0,0
Shasta,8/14/2020,7,0,7,447,2,0,4
Tuolumne,8/14/2020,2,1,3,84,0,1,1
Humboldt,8/14/2020,2,4,6,268,1,1,6
Sacramento,8/14/2020,249,31,280,2537,85,4,95
San Luis Obispo,8/14/2020,17,3,20,451,5,0,22
San Diego,8/14/2020,227,73,300,6548,90,13,334
Kings,8/14/2020,40,2,42,193,5,0,12
Inyo,8/15/2020,3,0,3,29,0,0,4
Fresno,8/15/2020,245,30,275,1549,54,5,16
Butte,8/15/2020,20,0,20,451,10,0,5
Calaveras,8/15/2020,2,0,2,33,1,0,5
Del Norte,8/15/2020,0,1,1,52,0,0,3
Mariposa,8/15/2020,0,0,0,19,0,0,0
Merced,8/15/2020,34,0,34,253,13,0,8
Kern,8/15/2020,175,11,186,1307,71,0,27
Riverside,8/15/2020,302,82,384,3325,94,11,100
Stanislaus,8/15/2020,198,49,247,1308,60,5,12
Siskiyou,8/15/2020,0,0,0,56,0,0,0
Santa Barbara,8/15/2020,62,4,66,666,22,0,46
Sonoma,8/15/2020,48,3,51,557,14,0,4
Plumas,8/15/2020,0,0,0,35,0,0,0
Trinity,8/15/2020,0,0,0,25,0,0,0
San Benito,8/15/2020,9,0,9,25,2,0,1
Nevada,8/15/2020,2,0,2,115,0,0,1
Yolo,8/15/2020,4,0,4,96,2,0,3
San Bernardino,8/15/2020,445,96,541,3781,134,18,148
Placer,8/15/2020,58,22,80,742,14,5,34
Sacramento,8/15/2020,249,45,294,2532,83,7,102
Lake,8/15/2020,0,1,1,66,0,0,4
Napa,8/15/2020,6,4,10,359,4,0,18
San Francisco,8/15/2020,94,24,118,1782,40,5,51
El Dorado,8/15/2020,2,0,2,189,2,0,11
Madera,8/15/2020,28,26,54,274,7,1,6
San Luis Obispo,8/15/2020,18,3,21,451,6,0,23
Ventura,8/15/2020,71,27,98,1308,25,8,47
Tulare,8/15/2020,68,3,71,667,10,0,7
Contra Costa,8/15/2020,95,24,119,1450,36,7,46
Yuba,8/15/2020,27,0,27,265,5,0,9
Kings,8/15/2020,42,3,45,193,5,0,11
Solano,8/15/2020,42,3,45,567,18,0,9
Santa Clara,8/15/2020,170,8,178,3117,56,1,95
Los Angeles,8/15/2020,1341,573,1914,19553,442,85,837
Sutter,8/15/2020,0,0,0,0,0,0,0
Lassen,8/15/2020,0,1,1,25,0,0,0
Imperial,8/15/2020,36,1,37,259,12,0,14
Marin,8/15/2020,15,4,19,330,4,2,9
Santa Cruz,8/15/2020,9,9,18,276,3,0,10
Tuolumne,8/15/2020,2,1,3,84,0,1,2
Shasta,8/15/2020,9,0,9,561,3,0,8
Glenn,8/15/2020,0,2,2,47,0,0,0
Humboldt,8/15/2020,2,6,8,263,1,1,7
San Mateo,8/15/2020,57,17,74,677,15,0,30
Colusa,8/15/2020,2,0,2,48,0,0,0
Mono,8/15/2020,1,0,1,17,0,0,1
Tehama,8/15/2020,1,0,1,59,1,0,4
Mendocino,8/15/2020,10,1,11,150,4,0,5
Orange,8/15/2020,422,73,495,5800,133,13,220
San Diego,8/15/2020,221,52,273,6625,83,9,324
San Joaquin,8/15/2020,140,24,164,1014,48,5,34
Monterey,8/15/2020,52,1,53,729,16,0,23
Amador,8/15/2020,7,0,7,51,1,0,4
Alameda,8/15/2020,181,48,229,2381,65,12,88
Modoc,8/15/2020,0,0,0,41,0,0,0
San Francisco,8/16/2020,85,23,108,1740,34,4,62
Humboldt,8/16/2020,2,4,6,259,1,1,7
Colusa,8/16/2020,2,1,3,48,0,0,0
Shasta,8/16/2020,9,0,9,561,3,0,7
Alameda,8/16/2020,188,56,244,2371,63,10,93
Tuolumne,8/16/2020,1,2,3,84,0,1,2
Madera,8/16/2020,31,19,50,274,9,0,5
Napa,8/16/2020,8,0,8,359,2,0,17
Kings,8/16/2020,45,0,45,193,7,0,9
Fresno,8/16/2020,235,39,274,1573,56,3,11
San Luis Obispo,8/16/2020,22,3,25,451,7,0,21
Yolo,8/16/2020,5,0,5,96,3,0,5
Mono,8/16/2020,0,0,0,17,0,0,1
Placer,8/16/2020,63,20,83,738,14,2,31
Riverside,8/16/2020,296,97,393,3340,90,14,92
Contra Costa,8/16/2020,98,31,129,1463,36,6,41
San Diego,8/16/2020,216,74,290,6615,93,12,324
Sacramento,8/16/2020,251,48,299,2598,80,8,99
San Bernardino,8/16/2020,437,90,527,3764,130,18,149
Trinity,8/16/2020,0,0,0,25,0,0,0
Sutter,8/16/2020,0,0,0,0,0,0,0
Tulare,8/16/2020,68,2,70,667,9,0,14
Amador,8/16/2020,7,0,7,51,2,0,3
Santa Cruz,8/16/2020,10,12,22,276,3,1,13
Stanislaus,8/16/2020,188,63,251,1306,60,5,15
Solano,8/16/2020,40,6,46,570,16,1,7
Imperial,8/16/2020,35,1,36,259,14,0,8
Mariposa,8/16/2020,0,0,0,19,0,0,0
Del Norte,8/16/2020,0,1,1,51,0,0,3
Lassen,8/16/2020,0,0,0,25,0,0,0
Inyo,8/16/2020,3,0,3,29,0,0,4
Kern,8/16/2020,171,10,181,1289,70,0,25
Orange,8/16/2020,414,64,478,5716,132,17,209
Santa Clara,8/16/2020,173,11,184,3074,53,2,99
Sonoma,8/16/2020,47,8,55,552,13,1,2
Glenn,8/16/2020,0,2,2,47,0,0,0
El Dorado,8/16/2020,2,0,2,189,2,0,8
Tehama,8/16/2020,1,0,1,59,1,0,5
Monterey,8/16/2020,54,2,56,729,16,0,21
Modoc,8/16/2020,0,0,0,41,0,0,0
Merced,8/16/2020,0,36,36,253,0,12,5
Santa Barbara,8/16/2020,59,1,60,666,22,1,52
Nevada,8/16/2020,1,1,2,108,0,0,4
Plumas,8/16/2020,0,0,0,35,0,0,0
San Joaquin,8/16/2020,146,26,172,1007,50,6,36
San Benito,8/16/2020,9,0,9,25,1,0,2
Ventura,8/16/2020,71,28,99,1306,23,8,51
Calaveras,8/16/2020,2,1,3,33,1,1,6
Marin,8/16/2020,13,5,18,331,4,2,9
Butte,8/16/2020,21,0,21,451,9,0,4
San Mateo,8/16/2020,58,13,71,670,16,0,27
Los Angeles,8/16/2020,1352,555,1907,19678,436,85,881
Siskiyou,8/16/2020,0,0,0,56,0,0,4
Mendocino,8/16/2020,9,0,9,150,4,0,8
Lake,8/16/2020,0,1,1,65,0,1,2
Yuba,8/16/2020,27,1,28,265,4,0,9
Santa Barbara,8/17/2020,59,3,62,666,21,0,55
Shasta,8/17/2020,8,0,8,569,4,0,6
Del Norte,8/17/2020,0,0,0,51,0,0,3
Mono,8/17/2020,0,0,0,17,0,0,2
Nevada,8/17/2020,1,2,3,127,0,0,7
Glenn,8/17/2020,0,2,2,47,0,0,0
Imperial,8/17/2020,36,1,37,259,13,0,14
Plumas,8/17/2020,0,0,0,35,0,0,0
Mariposa,8/17/2020,0,0,0,19,0,0,0
El Dorado,8/17/2020,0,0,0,189,0,0,8
San Francisco,8/17/2020,83,26,109,1740,35,4,71
Riverside,8/17/2020,300,100,400,3304,89,15,91
Madera,8/17/2020,25,13,38,274,6,2,7
Santa Clara,8/17/2020,170,18,188,3060,51,1,123
Ventura,8/17/2020,70,26,96,1298,25,6,47
San Luis Obispo,8/17/2020,20,3,23,451,6,0,25
Colusa,8/17/2020,2,0,2,48,0,0,0
Yolo,8/17/2020,6,0,6,96,5,0,5
Tehama,8/17/2020,1,0,1,59,1,0,7
Los Angeles,8/17/2020,1378,518,1896,19489,435,69,854
Trinity,8/17/2020,0,0,0,25,0,0,0
Tuolumne,8/17/2020,1,0,1,84,0,0,3
Stanislaus,8/17/2020,196,65,261,1300,59,3,13
Sutter,8/17/2020,0,0,0,0,0,0,0
Napa,8/17/2020,6,0,6,359,4,0,22
Butte,8/17/2020,22,0,22,451,9,0,5
Yuba,8/17/2020,27,1,28,265,5,0,10
Sonoma,8/17/2020,44,8,52,507,12,4,5
Orange,8/17/2020,409,82,491,5727,124,12,225
Contra Costa,8/17/2020,97,29,126,1456,34,7,43
Sacramento,8/17/2020,250,44,294,2533,81,7,110
Kings,8/17/2020,44,1,45,193,6,0,10
Siskiyou,8/17/2020,0,0,0,56,0,0,2
Humboldt,8/17/2020,2,2,4,274,1,0,6
San Diego,8/17/2020,229,74,303,6618,97,23,335
Calaveras,8/17/2020,2,1,3,33,1,1,5
San Bernardino,8/17/2020,441,80,521,3851,130,16,138
Modoc,8/17/2020,0,0,0,41,0,0,0
Alameda,8/17/2020,205,52,257,2335,69,10,82
Inyo,8/17/2020,4,0,4,30,0,0,4
Lake,8/17/2020,0,1,1,65,0,0,1
Lassen,8/17/2020,0,0,0,25,0,0,0
San Benito,8/17/2020,9,0,9,25,1,0,2
Santa Cruz,8/17/2020,12,15,27,276,3,1,14
Mendocino,8/17/2020,9,0,9,150,4,0,7
Tulare,8/17/2020,68,3,71,682,12,0,17
Marin,8/17/2020,13,4,17,324,6,2,8
San Joaquin,8/17/2020,144,25,169,1013,51,4,30
Placer,8/17/2020,65,25,90,732,11,2,30
San Mateo,8/17/2020,57,14,71,681,15,1,22
Merced,8/17/2020,33,1,34,253,11,0,7
Monterey,8/17/2020,62,1,63,729,19,0,23
Amador,8/17/2020,7,0,7,51,2,0,2
Kern,8/17/2020,170,13,183,1297,70,0,31
Fresno,8/17/2020,235,40,275,1593,59,4,11
Solano,8/17/2020,39,6,45,560,19,1,6
San Joaquin,8/18/2020,150,22,172,1012,54,4,22
San Mateo,8/18/2020,53,15,68,696,14,1,26
Ventura,8/18/2020,79,37,116,1308,27,8,52
Tehama,8/18/2020,1,0,1,59,1,0,6
Shasta,8/18/2020,6,0,6,561,4,0,5
Merced,8/18/2020,36,3,39,254,12,1,7
Lassen,8/18/2020,0,0,0,25,0,0,0
El Dorado,8/18/2020,1,0,1,189,1,0,11
Amador,8/18/2020,6,0,6,51,1,0,2
Los Angeles,8/18/2020,1378,591,1969,19641,433,55,864
Trinity,8/18/2020,0,0,0,25,0,0,0
Mariposa,8/18/2020,0,0,0,19,0,0,0
Sutter,8/18/2020,0,0,0,0,0,0,0
Nevada,8/18/2020,0,2,2,108,0,0,2
Modoc,8/18/2020,0,0,0,41,0,0,0
Tuolumne,8/18/2020,1,0,1,84,0,0,3
Colusa,8/18/2020,2,1,3,48,0,0,0
Inyo,8/18/2020,3,2,5,29,0,0,4
Fresno,8/18/2020,233,27,260,1578,62,1,11
Riverside,8/18/2020,301,108,409,3389,97,13,84
San Francisco,8/18/2020,96,36,132,1766,37,5,51
Kings,8/18/2020,41,2,43,193,5,1,9
Mono,8/18/2020,0,0,0,17,0,0,2
Monterey,8/18/2020,58,1,59,729,20,0,17
Tulare,8/18/2020,59,4,63,682,12,0,17
San Benito,8/18/2020,10,1,11,25,2,0,1
San Luis Obispo,8/18/2020,15,2,17,451,5,0,21
Del Norte,8/18/2020,0,0,0,51,0,0,3
Santa Cruz,8/18/2020,10,10,20,276,2,0,16
Mendocino,8/18/2020,9,0,9,150,4,0,8
Marin,8/18/2020,13,6,19,324,4,2,7
Siskiyou,8/18/2020,0,0,0,56,0,0,4
Stanislaus,8/18/2020,183,58,241,1306,58,5,8
Alameda,8/18/2020,200,50,250,2375,70,5,92
San Diego,8/18/2020,238,87,325,6637,85,20,305
Kern,8/18/2020,158,11,169,1298,68,0,42
Solano,8/18/2020,43,6,49,565,17,0,7
Placer,8/18/2020,64,34,98,736,11,3,30
Yolo,8/18/2020,7,1,8,96,3,1,4
Yuba,8/18/2020,26,0,26,265,4,0,11
Lake,8/18/2020,0,2,2,65,0,0,5
San Bernardino,8/18/2020,440,89,529,3870,125,12,148
Contra Costa,8/18/2020,96,34,130,1473,28,5,47
Santa Clara,8/18/2020,173,11,184,3101,54,1,108
Butte,8/18/2020,24,0,24,451,8,0,0
Santa Barbara,8/18/2020,62,8,70,666,22,3,50
Calaveras,8/18/2020,3,2,5,33,2,1,3
Plumas,8/18/2020,0,0,0,35,0,0,0
Glenn,8/18/2020,0,2,2,47,0,0,0
Humboldt,8/18/2020,0,7,7,261,0,2,3
Madera,8/18/2020,29,11,40,274,7,0,5
Orange,8/18/2020,419,76,495,5733,124,14,215
Sacramento,8/18/2020,248,57,305,2582,81,7,104
Napa,8/18/2020,6,0,6,359,2,0,25
Imperial,8/18/2020,35,0,35,259,13,0,5
Sonoma,8/18/2020,43,5,48,514,11,1,5
Santa Barbara,8/19/2020,54,7,61,666,20,3,51
Colusa,8/19/2020,2,2,4,48,0,0,0
Del Norte,8/19/2020,0,0,0,51,0,0,5
Marin,8/19/2020,12,5,17,324,5,0,6
Humboldt,8/19/2020,0,2,2,267,0,0,4
Butte,8/19/2020,23,0,23,451,7,0,8
Imperial,8/19/2020,28,0,28,259,11,0,11
San Joaquin,8/19/2020,149,25,174,1013,54,3,28
Shasta,8/19/2020,6,0,6,561,4,0,7
San Francisco,8/19/2020,95,38,133,1864,39,6,47
Riverside,8/19/2020,267,121,388,6028,90,18,89
San Diego,8/19/2020,232,48,280,6742,91,13,283
Stanislaus,8/19/2020,177,45,222,1308,57,5,13
Santa Cruz,8/19/2020,12,13,25,276,2,0,11
Plumas,8/19/2020,0,0,0,35,0,0,0
Calaveras,8/19/2020,3,1,4,33,2,0,5
Mariposa,8/19/2020,0,0,0,19,0,0,0
Glenn,8/19/2020,0,2,2,47,0,0,0
Lassen,8/19/2020,0,0,0,25,0,0,0
Nevada,8/19/2020,0,1,1,135,0,0,3
Merced,8/19/2020,36,3,39,253,13,1,5
Yuba,8/19/2020,26,0,26,265,4,0,10
Madera,8/19/2020,27,9,36,274,8,0,5
San Benito,8/19/2020,9,0,9,25,1,0,2
Tehama,8/19/2020,2,0,2,59,2,0,4
San Mateo,8/19/2020,53,7,60,691,13,0,30
Santa Clara,8/19/2020,164,20,184,3130,46,2,112
El Dorado,8/19/2020,1,0,1,189,1,0,9
Contra Costa,8/19/2020,93,24,117,1476,26,3,42
San Bernardino,8/19/2020,418,82,500,3862,123,7,146
Siskiyou,8/19/2020,0,0,0,56,0,0,4
Placer,8/19/2020,61,33,94,744,9,2,28
Monterey,8/19/2020,51,0,51,729,18,0,16
Sonoma,8/19/2020,40,6,46,526,10,1,7
Napa,8/19/2020,5,1,6,359,3,1,19
Ventura,8/19/2020,77,48,125,1317,31,9,49
Orange,8/19/2020,400,59,459,5788,118,8,223
Tuolumne,8/19/2020,1,0,1,84,0,0,3
Kings,8/19/2020,40,2,42,193,7,1,7
Sutter,8/19/2020,0,0,0,0,0,0,0
San Luis Obispo,8/19/2020,15,4,19,451,5,0,19
Yolo,8/19/2020,7,0,7,96,3,0,3
Modoc,8/19/2020,0,0,0,41,0,0,0
Los Angeles,8/19/2020,1347,551,1898,19790,428,53,852
Kern,8/19/2020,167,12,179,1319,66,0,39
Mono,8/19/2020,0,0,0,17,0,0,2
Lake,8/19/2020,1,0,1,65,1,0,5
Sacramento,8/19/2020,229,57,286,2553,77,7,112
Inyo,8/19/2020,2,2,4,29,0,0,4
Tulare,8/19/2020,60,3,63,682,12,0,15
Fresno,8/19/2020,245,28,273,1592,61,3,15
Amador,8/19/2020,4,0,4,51,0,0,1
Alameda,8/19/2020,202,56,258,2410,68,4,95
Mendocino,8/19/2020,6,0,6,150,3,0,7
Solano,8/19/2020,41,5,46,577,18,0,6
Trinity,8/19/2020,0,0,0,25,0,0,0
Mariposa,8/20/2020,1,0,1,19,0,0,0
Glenn,8/20/2020,0,2,2,47,0,0,0
Mono,8/20/2020,0,0,0,17,0,0,2
Calaveras,8/20/2020,4,1,5,33,1,1,3
San Mateo,8/20/2020,56,9,65,701,19,1,26
Solano,8/20/2020,43,5,48,567,18,1,4
Nevada,8/20/2020,2,1,3,123,0,0,2
San Diego,8/20/2020,220,64,284,6642,89,12,302
Yolo,8/20/2020,10,0,10,96,9,0,4
Stanislaus,8/20/2020,180,40,220,1309,58,4,15
Santa Barbara,8/20/2020,54,9,63,666,18,1,51
Alameda,8/20/2020,204,50,254,2438,73,4,91
Tuolumne,8/20/2020,1,0,1,84,0,0,2
Butte,8/20/2020,25,0,25,451,5,0,5
Imperial,8/20/2020,29,0,29,259,13,0,6
San Joaquin,8/20/2020,141,37,178,1011,48,3,28
Orange,8/20/2020,397,46,443,5738,117,9,211
Yuba,8/20/2020,25,0,25,265,4,0,9
Del Norte,8/20/2020,0,3,3,51,0,2,2
Madera,8/20/2020,27,11,38,274,7,1,6
Humboldt,8/20/2020,0,2,2,267,0,0,4
San Bernardino,8/20/2020,386,75,461,3878,116,11,137
Kings,8/20/2020,43,1,44,193,9,0,5
Riverside,8/20/2020,252,123,375,3414,81,21,105
Trinity,8/20/2020,0,0,0,25,0,0,0
Santa Clara,8/20/2020,155,30,185,3110,46,5,101
Placer,8/20/2020,64,28,92,744,11,2,31
Modoc,8/20/2020,0,0,0,41,0,0,0
Santa Cruz,8/20/2020,12,6,18,276,1,1,10
